Unnamed: 0,Index,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Month,Quarter,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day,Company_Hyundai India,Company_Maruti Suzuki,Company_Tata Motors,Car_Model_Alcazar,Car_Model_Baleno,Car_Model_Brezza,Car_Model_Creta,Car_Model_Dzire,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Harrier,Car_Model_Nexon,Car_Model_Nexon EV,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Venue,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Electric SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium Hatchback,Car_Type_Premium SUV,Car_Type_SUV,Car_Type_Sedan,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Region_Central,Region_East,Region_North,Region_South,Region_West,Season_Festive,Season_Monsoon,Season_Summer,Season_Winter
85,85,1425190.02,7.0,167.0,7282721.0,205.5,31.0,6.0,35439.032,0.01,1,1,0,0,1,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
86,86,1508814.62,8.0,168.0,8811477.38,191.0,24.0,,46133.389,0.01,1,1,0,0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
87,87,1512932.93,8.0,221.0,8835528.31,159.5,18.0,9.0,55395.162,0.01,1,1,0,0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
88,88,1525595.19,5.0,143.0,5568422.44,194.5,26.0,7.0,28629.421,0.01,1,1,0,0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
89,89,1532454.32,17.0,278.0,19017758.11,253.0,42.0,10.0,75169.004,0.0,1,1,0,0,0,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
90,90,565001.21,16.0,63.0,6599214.13,87.0,19.0,8.0,75853.036,0.0,1,1,0,0,0,1.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
91,91,540203.63,17.0,160.0,6703927.05,129.0,45.0,12.0,51968.427,0.01,1,1,0,0,0,1.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
92,92,563423.42,7.0,246.0,2879093.68,174.5,27.0,5.0,16499.104,0.02,1,1,0,0,0,1.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
93,93,531310.64,,250.0,5817851.51,211.0,35.0,13.0,27572.756,0.01,1,1,0,0,0,1.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
94,94,573400.56,14.0,70.0,5860153.72,121.0,49.0,10.0,48431.022,0.01,1,1,0,0,1,1.08,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
95,95,720394.41,3.0,53.0,1577663.76,103.0,43.0,13.0,15317.124,0.02,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
96,96,724270.52,12.0,251.0,6344609.76,163.0,47.0,,38923.986,0.01,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
97,97,710283.07,9.0,173.0,4666559.77,179.5,25.0,8.0,25997.547,0.01,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
98,98,709636.18,14.0,57.0,7252481.76,51.0,47.0,9.0,142205.525,0.0,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
99,99,665355.77,4.0,127.0,1942838.85,144.0,47.0,7.0,13491.936,0.03,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
100,100,937749.84,14.0,242.0,9583803.36,204.5,23.0,15.0,46864.564,0.01,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
101,101,866163.51,16.0,79.0,10116789.8,161.0,37.0,5.0,62837.204,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
102,102,892738.93,16.0,110.0,10427190.7,125.0,53.0,11.0,83417.526,0.0,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
103,103,936403.81,15.0,174.0,10253621.72,175.0,25.0,11.0,58592.124,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
104,104,908889.75,9.0,103.0,5971405.66,142.0,,5.0,42052.153,0.01,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
105,105,1579090.51,8.0,188.0,9221888.58,216.5,49.0,13.0,42595.328,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
106,106,1608394.22,13.0,146.0,15263661.15,121.0,29.0,12.0,126145.96,0.0,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
107,107,1511475.56,3.0,189.0,3310131.48,164.5,,8.0,20122.38,0.02,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
108,108,1553393.82,5.0,142.0,5669887.44,135.0,20.0,10.0,41999.166,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
109,109,1563894.64,11.0,264.0,12558073.96,234.0,24.0,9.0,53666.983,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
110,110,1640218.08,4.0,247.0,4789436.79,185.5,46.0,4.0,25819.066,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
111,111,1626661.48,7.0,,8312240.16,198.5,27.0,15.0,41875.265,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
112,112,1711952.26,5.0,64.0,6248625.75,111.5,20.0,11.0,56041.487,0.01,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
113,113,1635317.46,5.0,263.0,5968908.73,172.0,38.0,10.0,34702.958,0.01,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
114,114,1620845.51,4.0,189.0,4732868.89,128.5,53.0,14.0,36831.665,0.01,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
115,115,1478819.37,9.0,,9715843.26,105.0,,9.0,92531.841,0.0,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
116,116,1540718.14,11.0,139.0,12371966.66,166.0,49.0,8.0,74529.92,0.0,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
117,117,1490855.04,10.0,193.0,10883241.79,148.5,29.0,10.0,73287.824,0.0,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
118,118,1519123.03,10.0,191.0,11089598.12,127.5,29.0,10.0,86977.24,0.0,1,1,0,0,1,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
119,119,1500102.95,14.0,239.0,15331052.15,188.5,42.0,6.0,81331.842,0.0,1,1,0,0,0,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
120,120,565101.51,24.0,186.0,9900578.46,204.5,44.0,12.0,48413.587,0.01,1,1,0,0,1,1.08,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
121,121,528622.13,13.0,272.0,5016624.01,193.0,54.0,8.0,25992.871,0.01,1,1,0,0,0,1.08,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
122,122,526145.66,10.0,224.0,3840863.32,211.0,24.0,9.0,18203.144,0.02,1,1,0,0,0,1.08,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
123,123,575996.24,10.0,265.0,4204772.55,256.5,43.0,15.0,16392.875,0.02,1,1,0,0,0,1.08,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
124,124,574361.89,17.0,248.0,7127831.05,208.0,51.0,5.0,34268.419,0.01,1,1,0,0,0,1.08,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
125,125,705403.64,5.0,278.0,2574723.29,236.0,47.0,6.0,10909.844,0.03,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
126,126,720192.75,7.0,114.0,3680184.95,163.0,50.0,13.0,22577.822,0.02,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
127,127,666898.03,10.0,219.0,4868355.62,138.0,47.0,12.0,35277.939,0.01,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
128,128,726128.76,,78.0,5830813.94,76.5,20.0,4.0,76219.79,0.0,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
129,129,698614.24,9.0,137.0,4589895.56,88.5,43.0,9.0,51863.227,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
130,130,941427.49,14.0,150.0,9621388.95,164.5,18.0,13.0,58488.687,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
131,131,873348.66,14.0,57.0,8925623.31,76.5,35.0,9.0,116674.815,0.0,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
132,132,943778.02,13.0,234.0,8956453.41,203.5,55.0,12.0,44012.056,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
133,133,870127.75,15.0,174.0,9527898.86,169.5,41.0,8.0,56211.793,0.01,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
134,134,905997.82,15.0,94.0,9920676.13,88.5,54.0,4.0,112098.035,0.0,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
135,135,1551659.51,,241.0,16990671.63,201.0,28.0,15.0,84530.705,0.0,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
136,136,1529149.23,5.0,177.0,5581394.69,126.0,,6.0,44296.783,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
137,137,1596645.54,5.0,104.0,5827756.22,79.0,19.0,5.0,73769.066,0.0,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
138,138,1596748.64,8.0,218.0,9325012.06,183.5,42.0,14.0,50817.504,0.01,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
139,139,1490049.44,10.0,244.0,10877360.91,156.5,44.0,6.0,69503.904,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
140,140,1567508.76,0.0,254.0,0.0,198.0,55.0,8.0,0.0,0.0,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
141,141,1576095.27,11.0,119.0,12656045.02,108.0,50.0,6.0,117185.602,0.0,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
142,142,1725670.35,5.0,83.0,6298696.78,116.0,21.0,,54299.11,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
143,143,1668131.09,9.0,70.0,10959621.26,72.5,30.0,15.0,151167.19,0.0,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
144,144,1665541.63,6.0,94.0,,105.0,45.0,4.0,69476.879,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
145,145,1503511.43,14.0,174.0,15365886.81,162.5,31.0,9.0,94559.303,0.0,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
146,146,1515069.51,5.0,120.0,5530003.71,85.5,35.0,11.0,64678.406,0.01,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
147,147,1456893.2,15.0,226.0,15952980.54,212.5,32.0,11.0,75072.85,0.0,1,1,0,0,1,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
148,148,1445311.0,9.0,231.0,9495693.27,223.5,31.0,6.0,42486.323,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
149,149,1531609.69,10.0,167.0,11180750.74,154.5,27.0,4.0,72367.319,0.01,1,1,0,0,0,1.0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
150,150,575380.57,8.0,82.0,3360222.53,93.5,45.0,11.0,35938.209,0.01,1,1,0,0,0,1.08,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
151,151,566970.37,14.0,102.0,5794437.18,175.5,48.0,7.0,33016.736,0.01,1,1,0,0,0,1.08,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
152,152,559720.15,12.0,129.0,4903148.51,177.0,24.0,11.0,27701.404,0.01,1,1,0,0,0,1.08,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
153,153,546273.57,12.0,214.0,4785356.47,209.5,48.0,11.0,22841.797,0.02,1,1,0,0,0,1.08,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
154,154,574586.19,15.0,153.0,6291718.78,131.0,37.0,14.0,48028.388,0.01,1,1,0,0,0,1.08,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
155,155,702361.96,6.0,225.0,3076345.38,171.5,52.0,12.0,17937.874,0.02,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
156,156,719250.48,6.0,234.0,3150317.1,217.0,32.0,11.0,14517.59,0.03,1,1,0,0,1,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
157,157,703879.96,5.0,58.0,2569161.85,72.5,40.0,7.0,35436.715,0.01,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
158,158,683994.44,5.0,122.0,2496579.71,154.0,35.0,14.0,16211.557,0.02,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
159,159,677129.3,7.0,,3460130.72,213.5,26.0,6.0,16206.701,0.02,1,1,0,0,1,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
160,160,897459.21,10.0,58.0,6551452.23,91.0,,11.0,71993.981,0.01,1,1,0,0,1,1.0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
161,161,871543.73,13.0,80.0,8270950.0,151.0,25.0,5.0,54774.503,0.01,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
162,162,931910.97,,153.0,14966490.18,96.5,45.0,5.0,155093.162,0.0,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
163,163,880617.87,22.0,143.0,,132.5,55.0,10.0,106737.532,0.0,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
164,164,908047.61,10.0,97.0,6628747.55,141.0,53.0,14.0,47012.394,0.01,1,1,0,0,1,1.0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
165,165,1549015.73,10.0,165.0,11307814.83,201.5,55.0,12.0,56118.188,0.01,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
166,166,1539899.63,12.0,228.0,13489520.76,204.0,,6.0,66125.102,0.01,1,1,0,0,1,1.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
167,167,1580092.83,5.0,185.0,5767338.83,133.0,50.0,14.0,43363.45,0.01,1,1,0,0,1,1.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
168,168,1494398.32,9.0,182.0,9818196.96,199.5,32.0,14.0,49214.02,0.01,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
169,169,1564288.58,8.0,189.0,9135445.31,201.5,25.0,12.0,45337.198,0.01,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
170,170,1730434.41,6.0,137.0,7579302.72,89.5,29.0,4.0,84684.947,0.0,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
171,171,1640080.83,3.0,251.0,3591777.02,203.0,22.0,15.0,17693.483,0.02,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
172,172,1648253.15,13.0,239.0,15641922.39,150.0,45.0,5.0,104279.483,0.0,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
173,173,1617301.57,2.0,274.0,2361260.29,187.0,32.0,11.0,12627.06,0.03,1,1,0,0,0,1.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
